PitchID,DatePitched,ItemID,UnitID,NumberOfUnits,PitchComments,PitchReason
1460,2006-07-12 00:00:00,1333,15.0,2.9,,
1461,2006-07-12 00:00:00,1632,1.0,.15,,
1462,2006-07-12 00:00:00,3644,1.0,.15,,
1463,2006-07-12 00:00:00,3699,1.0,.4,,
1464,2006-07-12 00:00:00,3636,1.0,.4,,
1465,2006-07-12 00:00:00,1324,1.0,.15,,
1466,2006-07-12 00:00:00,1497,1.0,1.25,,
1467,2006-07-12 00:00:00,1633,1.0,.75,,
1468,2006-05-04 00:00:00,2872,33.0,.1,,
1469,2006-05-04 00:00:00,1468,33.0,.1,,
1470,2006-07-12 00:00:00,1670,1.0,.25,,
1471,2006-07-12 00:00:00,1501,2.0,.1,,
1472,2006-07-12 00:00:00,3666,1.0,2,,
1473,2006-07-12 00:00:00,3800,15.0,4.5,,
1474,2006-07-12 00:00:00,1213,2.0,1.25,,
1475,2006-07-12 00:00:00,2630,2.0,.8,,
1476,2006-07-12 00:00:00,3229,1.0,1.5,,
1477,2006-07-17 00:00:00,3229,15.0,1.1,,
1478,2006-07-17 00:00:00,1279,1.0,.75,,
1479,2006-07-17 00:00:00,3684,1.0,.75,,
1481,2006-07-17 00:00:00,1345,1.0,.8,no type specified,
1482,2006-07-17 00:00:00,1363,1.0,.5,,
1483,2006-07-17 00:00:00,4178,1.0,1.5,,
1484,2006-04-11 00:00:00,4426,37.0,67,,
1485,2006-04-20 00:00:00,19,37.0,3,,
1486,2006-04-20 00:00:00,3062,37.0,4,,
1487,2006-05-10 00:00:00,3533,37.0,8,,
1488,2006-05-10 00:00:00,19,37.0,2,,
1489,2006-05-10 00:00:00,299,37.0,1,,
1490,2006-05-23 00:00:00,3187,33.0,.15,,
1491,2006-05-17 00:00:00,4283,37.0,3,,
1492,2006-05-17 00:00:00,3946,37.0,2,,
1493,2006-05-17 00:00:00,3098,37.0,2,,
1494,2006-05-17 00:00:00,3479,37.0,1,,
1495,2006-05-20 00:00:00,4434,37.0,2,bad weather - rain,Other
1496,2006-05-20 00:00:00,4363,37.0,2,bad weather - rain,Other
1497,2006-05-20 00:00:00,4364,37.0,21,bad weather - rain,Other
1498,2006-05-20 00:00:00,110,37.0,4,bad weather - rain,Other
1499,2006-05-20 00:00:00,102,37.0,1,bad weather - rain,Other
1500,2006-05-20 00:00:00,224,37.0,1,bad weather - rain,Other
1501,2006-05-20 00:00:00,4506,37.0,1,bad weather - rain,Other
1502,2006-05-20 00:00:00,3336,37.0,1,bad weather - rain,Other
1503,2006-05-21 00:00:00,4363,37.0,4,bad weather - rain,Other
1504,2006-05-21 00:00:00,3279,37.0,3,bad weather - rain,Other
1505,2006-05-21 00:00:00,4352,37.0,2,bad weather - rain,Other
1506,2006-05-20 00:00:00,4363,37.0,1,,
1507,2006-05-20 00:00:00,3462,37.0,3,,
1508,2006-05-20 00:00:00,110,37.0,2,,
1509,2006-05-20 00:00:00,3553,37.0,5,,
1510,2006-05-20 00:00:00,3946,37.0,1,,
1511,2006-05-20 00:00:00,4344,37.0,2,,
1512,2006-05-20 00:00:00,129,37.0,1,,
1513,2006-05-20 00:00:00,196,37.0,1,,
1514,2006-05-26 00:00:00,1276,33.0,.15,,
1515,2006-05-26 00:00:00,3680,33.0,.1,,
1516,2006-05-31 00:00:00,2638,33.0,.15,,
1518,2006-05-31 00:00:00,806,33.0,.15,,
1519,2006-05-31 00:00:00,3680,33.0,.15,,
1520,2006-07-12 00:00:00,1584,2.0,.25,,
1521,2006-07-12 00:00:00,1581,2.0,1.4,,
1522,2006-07-12 00:00:00,1586,2.0,.5,,
1523,2006-07-12 00:00:00,1587,2.0,3.75,,
1524,2006-07-12 00:00:00,3673,2.0,3.75,,
1525,2006-07-12 00:00:00,2632,2.0,2.25,,
1526,2006-07-12 00:00:00,1580,2.0,.5,,
1527,2006-06-04 00:00:00,2428,37.0,1,,
1528,2006-06-04 00:00:00,4306,37.0,1,,
1529,2006-06-04 00:00:00,2352,37.0,1,,
1530,2006-06-04 00:00:00,2351,37.0,5,,
1531,2006-06-04 00:00:00,223,37.0,1,,
1532,2006-06-04 00:00:00,3939,37.0,1,,
1533,2006-06-04 00:00:00,3467,37.0,1,,
1534,2006-06-04 00:00:00,2243,37.0,2,,
1535,2006-06-04 00:00:00,1262,37.0,2,,
1536,2006-06-04 00:00:00,107,37.0,1,,
1537,2006-06-04 00:00:00,4364,37.0,2,,
1538,2006-06-04 00:00:00,3946,37.0,3,,
1539,2006-06-04 00:00:00,2322,37.0,2,,
1540,2006-06-04 00:00:00,2607,37.0,1,,
1541,2006-06-04 00:00:00,3132,2.0,.1,,
1542,2006-06-04 00:00:00,2123,37.0,1,,
1543,2006-06-04 00:00:00,2777,37.0,1,,
1544,2006-06-04 00:00:00,2359,37.0,1,,
1545,2006-06-04 00:00:00,2421,37.0,1,,
1546,2006-06-04 00:00:00,3535,37.0,1,,
1547,2006-06-04 00:00:00,3277,37.0,3,,
1548,2006-06-04 00:00:00,2171,37.0,1,,
1549,2006-06-04 00:00:00,2170,37.0,5,,
1550,2006-06-04 00:00:00,2318,37.0,1,,
1551,2006-06-04 00:00:00,2436,39.0,1,,
1552,2006-06-04 00:00:00,2438,37.0,1,,
1553,2006-06-04 00:00:00,1024,37.0,1,,
1554,2006-06-04 00:00:00,3299,37.0,1,,
1555,2006-06-04 00:00:00,3301,37.0,1,,
1556,2006-06-04 00:00:00,2330,37.0,1,,
1557,2006-05-25 00:00:00,668,6.0,.1,2 singles pitched,
1558,2007-07-14 00:00:00,1343,2.0,5,,Overstock
1559,2007-07-14 00:00:00,2243,18.0,3,Mixed colors Not Barock,Overstock
1560,2007-07-14 00:00:00,2724,5.0,2.5,do less and put in larger fiber pots,Overstock
1561,2007-07-14 00:00:00,5073,17.0,5,,Other
1562,2007-07-14 00:00:00,3406,18.0,1,,Other
1563,2007-07-14 00:00:00,4737,2.0,3,seed earlier,other
1564,2007-07-14 00:00:00,1615,15.0,1,,Overstock
1565,2007-07-14 00:00:00,3690,15.0,3,seed earlier? 2 plantings,Overstock
1566,2007-07-14 00:00:00,1245,15.0,2 3/10,seed earlier? 2 plantings,Overstock
1567,2007-07-14 00:00:00,1375,15.0,9,seed earlier? 2 plantings/do less,Overstock
1568,2007-07-14 00:00:00,667,39.0,3,,
1569,2007-07-14 00:00:00,666,39.0,16,,
1570,2007-07-14 00:00:00,3383,39.0,3,,
1571,2007-07-14 00:00:00,1314,39.0,3,,
1572,2007-07-14 00:00:00,2453,39.0,2,,
1573,2007-07-14 00:00:00,3642,15.0,.5,,
1574,2007-07-14 00:00:00,1333,15.0,1,,
1575,2007-07-14 00:00:00,4708,15.0,.5,,
1576,2007-07-14 00:00:00,4781,1.0,2,I kind of love it as a cut and it was new,Overstock
1577,2007-07-14 00:00:00,4864,2.0,1,seed earlier so it blooms earlier,Overstock
1578,2007-07-14 00:00:00,3607,2.0,1,,
1579,2007-07-14 00:00:00,1350,1.0,1.5,,
1580,2007-07-14 00:00:00,3712,2.0,1,,
1581,2007-07-14 00:00:00,1565,2.0,1,,
1582,2007-07-14 00:00:00,1329,2.0,1,,
1583,2007-07-14 00:00:00,1121,20.0,1,,
1584,2007-07-14 00:00:00,3252,20.0,3,,
1585,2007-07-14 00:00:00,883,20.0,1,,
1586,2007-07-14 00:00:00,258,5.0,2,we just had too much- do just from seed,
1587,2007-07-14 00:00:00,2290,5.0,4,too much,
1588,2007-07-14 00:00:00,183,5.0,4,overcompensated for too little the year prior perhaps 2008 we can get it judt right,
1589,2007-07-14 00:00:00,29,5.0,4,in reality this was a toatl waste- don't do it again!,
1590,2007-07-14 00:00:00,4837,16.0,3,mixed colors,
1591,2007-07-14 00:00:00,3622,5.0,4,stuff was frozen and instead of pitching it we nursed it along in the end having way too much,
1592,2007-07-17 00:00:00,4862,5.0,2,,
1593,2007-07-17 00:00:00,197,5.0,2,,
1594,2007-07-17 00:00:00,4609,5.0,2,,
1595,2007-07-17 00:00:00,2133,5.0,7.5,too many cuttings euphorbia is way more popular these days,
1596,2007-07-17 00:00:00,5073,17.0,15,,
1597,2007-07-17 00:00:00,535,5.0,2,,
1598,2007-07-17 00:00:00,3553,5.0,2,,
1599,2007-07-17 00:00:00,2965,5.0,3,too many cuttings- nice for hanging baskets,
1600,2007-07-17 00:00:00,1631,15.0,1,,
1601,2007-07-17 00:00:00,4793,15.0,1,all zinnias needed to be ready earlier too many left at the stand in the end of July,
1602,2007-07-17 00:00:00,3603,4.0,3,,
1603,2007-07-17 00:00:00,4420,5.0,1.5,Don't do this plant again it sucks here,
1604,2007-07-17 00:00:00,80,5.0,5/15,,
1605,2007-07-17 00:00:00,4808,5.0,1,,
1606,2007-07-17 00:00:00,42,5.0,2 2/15,,
1607,2007-07-17 00:00:00,4767,5.0,3,,
1608,2007-07-17 00:00:00,3711,1.0,1,,
1609,2007-07-17 00:00:00,4756,1.0,1,,
1610,2007-07-17 00:00:00,4714,1.0,.5,,
1611,2007-07-17 00:00:00,3962,1.0,1/8,,
1612,2007-07-17 00:00:00,1622,1.0,1,,
1613,2007-07-17 00:00:00,1425,1.0,1,,I
1614,2007-07-17 00:00:00,4673,5.0,2,,
1615,2007-07-17 00:00:00,1421,1.0,.5,,
1616,2007-07-17 00:00:00,2738,1.0,1/8,,
1617,2007-07-17 00:00:00,3696,1.0,3/8,,
1618,2007-07-17 00:00:00,3186,1.0,7/8,,
1619,2007-07-17 00:00:00,4735,1.0,1,,
1620,2007-07-17 00:00:00,2239,16.0,3,mixed colors,
1621,2007-07-17 00:00:00,2488,1.0,1 1/8,,
1622,2007-07-17 00:00:00,1398,1.0,.5,,
1623,2007-07-17 00:00:00,1394,1.0,1 3/8,,
1624,2007-07-17 00:00:00,1591,15.0,2,,
1625,2007-07-17 00:00:00,3684,1.0,2/8,,
1626,2007-07-17 00:00:00,1353,1.0,2/8,,
1627,2007-07-17 00:00:00,3678,6.0,1,,
1628,2007-07-17 00:00:00,4721,1.0,5/8,,
1629,2007-07-17 00:00:00,4722,1.0,1,,
1630,2007-07-17 00:00:00,4729,1.0,1,,
1631,2007-07-17 00:00:00,3182,1.0,1,,
1632,2007-07-17 00:00:00,3220,15.0,3 4/10,,
1633,2007-07-17 00:00:00,3659,15.0,2.5,,
1634,2007-07-17 00:00:00,4769,15.0,3 2/10,,
1635,2007-07-17 00:00:00,3658,15.0,2 2/10,,
1636,2007-07-17 00:00:00,4784,15.0,2 3/10,,
1637,2007-07-17 00:00:00,4783,15.0,1 4/10,,
1638,2007-07-17 00:00:00,4711,5.0,1,,
1639,2007-07-17 00:00:00,3033,33.0,3/18,,
1640,2007-07-17 00:00:00,2735,33.0,1,,
1641,2007-07-17 00:00:00,4738,33.0,1 4/18,,
1642,2007-07-17 00:00:00,3176,33.0,14/18,,
1643,2007-07-17 00:00:00,856,33.0,10/18,,
1644,2007-07-17 00:00:00,2732,33.0,15/18,,
1645,2007-07-17 00:00:00,2731,33.0,15/18,,
1646,2007-07-17 00:00:00,1284,33.0,1,mixed tray,
1647,2007-07-17 00:00:00,4733,1.0,6/8,,
1648,2007-07-17 00:00:00,1288,1.0,2,,
1649,2007-07-17 00:00:00,136,1.0,1,mixed tray,
1650,2007-07-17 00:00:00,1577,1.0,1 7/8,,
1651,2007-07-17 00:00:00,1031,1.0,2,,
1652,2007-07-17 00:00:00,2685,1.0,1 3/8,,
1653,2007-07-17 00:00:00,1468,33.0,5/18,,
1654,2007-07-17 00:00:00,362,33.0,13/18,,
1655,2007-07-17 00:00:00,4755,33.0,17/18,,
1656,2007-07-17 00:00:00,1283,33.0,1/18,,
1657,2007-07-17 00:00:00,4727,5.0,2,,
1658,2007-07-17 00:00:00,1471,1.0,1/8,,
1659,2007-04-18 00:00:00,1075,19.0,1,,
1660,2007-04-18 00:00:00,2554,19.0,1,,
1661,2007-06-09 00:00:00,4688,19.0,1,,
1662,2007-06-09 00:00:00,4253,19.0,1,,
1663,2007-04-21 00:00:00,2122,37.0,4,,
1664,2007-04-21 00:00:00,4327,37.0,2,,
1665,2007-04-21 00:00:00,2775,37.0,3,,
1666,2007-04-21 00:00:00,2168,37.0,4,,
1667,2007-04-21 00:00:00,2163,37.0,6,,
1668,2007-04-24 00:00:00,3344,37.0,7,,
1669,2007-04-24 00:00:00,2410,37.0,2,,
1670,2007-04-24 00:00:00,2804,37.0,2,,
1671,2007-04-24 00:00:00,3867,37.0,2,,
1672,2007-04-24 00:00:00,4830,37.0,4,,
1674,2007-08-01 00:00:00,3962,19.0,6,,
1675,2007-08-01 00:00:00,900,19.0,4,,
1676,2007-08-01 00:00:00,1380,19.0,2,,
1677,2007-08-01 00:00:00,1284,19.0,6,,
1678,2007-08-01 00:00:00,1249,19.0,2,,
1679,2007-08-01 00:00:00,2872,19.0,6,,
1680,2007-08-01 00:00:00,902,19.0,1,,
1681,2007-08-01 00:00:00,901,19.0,3,,
1682,2007-08-01 00:00:00,2586,19.0,1,,
1683,2007-08-01 00:00:00,1399,19.0,11,donkey tail,
1684,2007-08-01 00:00:00,1468,19.0,2,,
1685,2007-08-01 00:00:00,2546,19.0,2,purple,
1686,2007-08-01 00:00:00,2878,19.0,3,,
1687,2007-08-01 00:00:00,1466,19.0,1,,
1688,2007-08-01 00:00:00,4754,19.0,12,,
1689,2007-08-01 00:00:00,910,20.0,2,,
1690,2007-08-03 00:00:00,939,19.0,11,rot - needed to be spaced,Other
1691,2007-08-03 00:00:00,2488,19.0,13,,
1692,2007-08-03 00:00:00,4280,19.0,3,gaillardia grandiflora,
1693,2007-08-03 00:00:00,3139,19.0,2,,
1694,2007-08-03 00:00:00,3938,19.0,1,,
1695,2007-08-03 00:00:00,3539,19.0,3,,
1696,2007-08-03 00:00:00,1279,19.0,1,,
1697,2007-08-03 00:00:00,4630,19.0,1,,
1698,2007-08-03 00:00:00,2519,19.0,1,,
1699,2007-08-03 00:00:00,2676,19.0,1,campanula bellflower,
1700,2007-08-03 00:00:00,855,19.0,3,,
1701,2007-08-03 00:00:00,1398,19.0,1,,
1702,2007-08-03 00:00:00,1630,15.0,24,lisianthus - no type specified,
1703,2007-08-03 00:00:00,1488,15.0,8,,
1704,2007-08-03 00:00:00,3212,33.0,.5,cobaea - no type specified,
1705,2007-08-03 00:00:00,1499,15.0,21,nicotiana - no type specified,
1706,2007-08-03 00:00:00,3004,39.0,6,,
1707,2007-08-03 00:00:00,2658,39.0,12,,
1708,2007-08-03 00:00:00,3236,15.0,25,,
1709,2007-08-03 00:00:00,2123,37.0,5,arctotis - no type specified,
1710,2007-08-03 00:00:00,4448,33.0,.6,,
1711,2007-08-03 00:00:00,3692,37.0,16,,
1712,2007-08-08 00:00:00,1194,37.0,1,,
1713,2007-08-08 00:00:00,1418,39.0,1,,
1714,2007-08-08 00:00:00,3597,37.0,9,,
1715,2007-08-08 00:00:00,235,4.0,1,,
1716,2007-08-08 00:00:00,2993,39.0,1,dahlia - no type specified,
1717,2007-08-08 00:00:00,2118,37.0,11,,
1718,2007-08-08 00:00:00,3003,37.0,7,,
1719,2007-08-08 00:00:00,3306,16.0,1,,
1720,2007-08-08 00:00:00,5073,17.0,3,,
1721,2007-08-15 00:00:00,3029,5.0,1,mixed supertunia,
1722,2007-08-15 00:00:00,1311,2.0,2,,
1723,2007-08-15 00:00:00,5073,16.0,4,,
1724,2007-08-15 00:00:00,4777,2.0,2,,
1725,2007-08-15 00:00:00,4561,5.0,1,,
1726,2007-08-15 00:00:00,4326,5.0,1.5,,
1727,2007-08-15 00:00:00,2242,5.0,1.5,ivy geranium - type not specified,
1728,2007-08-15 00:00:00,1194,39.0,7,,
1729,2007-08-15 00:00:00,4557,5.0,.5,impatiens zambiensis,
1730,2007-08-15 00:00:00,5058,5.0,.5,,
1731,2007-08-15 00:00:00,5045,5.0,2,,
1732,2007-08-15 00:00:00,5051,5.0,.5,,
1733,2007-08-15 00:00:00,5043,5.0,2.5,,
1734,2007-08-15 00:00:00,145,5.0,.5,,
1735,2007-08-15 00:00:00,4524,5.0,1.5,,
1736,2007-08-15 00:00:00,148,33.0,2,,
1737,2007-08-15 00:00:00,4535,33.0,1,,
1738,2007-08-15 00:00:00,4521,5.0,.5,,
1739,2007-08-15 00:00:00,42,5.0,1,,
1740,2007-08-15 00:00:00,4552,5.0,1,,
1741,2007-08-15 00:00:00,4431,5.0,2,,
1742,2007-08-15 00:00:00,303,5.0,1,,
1743,2007-08-15 00:00:00,253,5.0,2,,
1744,2007-08-15 00:00:00,348,5.0,1,,
1745,2007-08-15 00:00:00,3609,5.0,.5,,
1746,2007-08-15 00:00:00,201,5.0,1,lavender - no type specified,
1747,2007-08-15 00:00:00,1265,5.0,3,,
1748,2007-08-15 00:00:00,4327,5.0,1,,
1749,2007-08-15 00:00:00,4326,5.0,2,,
1750,2007-08-15 00:00:00,2390,5.0,4,"""3 mini blue veined"" - not sure if 3 plants or 3 trays",
1751,2007-08-17 00:00:00,3265,19.0,1,,
1752,2007-08-17 00:00:00,1358,19.0,2,,
1753,2007-08-17 00:00:00,2974,19.0,1,,
1754,2007-08-17 00:00:00,3254,19.0,1,,
1755,2007-08-17 00:00:00,3964,19.0,1,,
1756,2007-08-17 00:00:00,3697,19.0,1,,
1757,2007-08-17 00:00:00,4714,19.0,2,,
1758,2007-08-17 00:00:00,3188,19.0,2,,
1759,2007-08-17 00:00:00,4168,19.0,1,,
1760,2007-08-17 00:00:00,2878,19.0,2,,
1761,2007-08-17 00:00:00,844,19.0,2,,
1762,2007-08-17 00:00:00,3189,19.0,1,,
1763,2007-08-17 00:00:00,1562,19.0,2,,
1764,2007-08-17 00:00:00,2874,19.0,5,,
1765,2007-08-17 00:00:00,1145,19.0,1,,
1766,2007-08-17 00:00:00,3962,19.0,12,,
1767,2007-08-17 00:00:00,2583,19.0,11,,
1768,2007-08-17 00:00:00,1031,19.0,10,,
1769,2007-08-17 00:00:00,1144,19.0,1,,
1770,2007-08-17 00:00:00,1578,19.0,2,,
1771,2007-08-17 00:00:00,2685,19.0,10,,
1772,2007-08-21 00:00:00,3722,19.0,2,,
1773,2007-08-21 00:00:00,4905,19.0,1,,
1774,2007-08-21 00:00:00,1379,19.0,1,,
1775,2007-08-21 00:00:00,900,19.0,1,,
1776,2007-08-21 00:00:00,1249,19.0,3,,
1777,2007-08-21 00:00:00,803,19.0,2,,
1778,2007-08-21 00:00:00,3917,19.0,1,,
1779,2007-08-21 00:00:00,1554,19.0,1,,
1780,2007-08-21 00:00:00,3198,19.0,1,,
1781,2007-08-23 00:00:00,4754,19.0,2,,
1782,2007-08-23 00:00:00,3810,19.0,1,,
1783,2007-08-23 00:00:00,1218,19.0,1,,
1784,2007-08-23 00:00:00,4755,19.0,1,,
1785,2007-08-23 00:00:00,1575,19.0,1,,
1786,2007-08-23 00:00:00,1576,19.0,1,,
1787,2007-08-23 00:00:00,3748,19.0,1,,
1788,2007-08-23 00:00:00,1149,19.0,1,,
1789,2007-08-23 00:00:00,1117,19.0,1,,
1790,2007-08-23 00:00:00,4745,19.0,2,,
1791,2007-08-23 00:00:00,1550,19.0,1,white,
1792,2007-08-23 00:00:00,3947,19.0,1,,
1793,2007-08-23 00:00:00,2652,19.0,1,,
1794,2007-08-23 00:00:00,3783,19.0,1,,
1795,2007-08-23 00:00:00,3271,19.0,1,,
1796,2007-08-23 00:00:00,3274,19.0,1,,
1797,2007-08-23 00:00:00,4748,19.0,1,,
1798,2007-08-23 00:00:00,1116,19.0,2,false dragonhead - type not specified,
1799,2007-07-14 00:00:00,2778,37.0,1,,
1800,2007-07-14 00:00:00,2385,37.0,2,,
1801,2007-07-14 00:00:00,2387,37.0,1,,
1802,2007-07-14 00:00:00,3918,37.0,1,,
1803,2007-07-14 00:00:00,2388,37.0,6,,
1804,2007-07-14 00:00:00,1543,37.0,2,,
1805,2007-07-14 00:00:00,1542,37.0,1,,
1806,2007-07-14 00:00:00,4661,37.0,1,,
1807,2007-07-14 00:00:00,4847,37.0,1,,
1808,2007-07-26 00:00:00,3339,4.0,1,,
1809,2007-07-26 00:00:00,5045,5.0,9/15,,
1810,2007-07-26 00:00:00,2126,5.0,1/15,,
1811,2007-07-26 00:00:00,4676,5.0,6/15,,
1812,2007-07-26 00:00:00,4524,5.0,1 11/15,,
1813,2007-07-26 00:00:00,4524,33.0,9/18,,
1814,2007-07-26 00:00:00,4521,33.0,6/18,,
1815,2007-07-26 00:00:00,4743,5.0,6 1/15,,
1816,2007-07-26 00:00:00,4143,5.0,2 3/15,,
1817,2007-07-26 00:00:00,3927,5.0,2 6/15,,
1818,2007-07-26 00:00:00,2608,5.0,11/15,"Unsure of type - silver leaves, purple",
1819,2007-07-26 00:00:00,145,33.0,9/15,,
1820,2007-07-26 00:00:00,4527,33.0,14/15,,
1821,2007-07-26 00:00:00,3434,33.0,8/15,,
1822,2007-07-26 00:00:00,3691,2.0,2 5/8,,
1823,2007-07-26 00:00:00,208,5.0,4 4/15,,
1824,2007-07-26 00:00:00,119,5.0,3,,
1825,2007-07-26 00:00:00,2135,5.0,1 3/15,,
1826,2007-07-26 00:00:00,2385,5.0,8/15,,
1827,2007-07-26 00:00:00,2245,5.0,1/15,,
1828,2007-07-26 00:00:00,2237,5.0,1/15,,
1829,2007-07-26 00:00:00,4681,5.0,3/15,,
1830,2007-07-26 00:00:00,4680,5.0,6/15,,
1831,2007-07-26 00:00:00,2977,5.0,4/15,,
1832,2007-07-26 00:00:00,3039,5.0,2/15,,
1833,2007-07-26 00:00:00,2237,5.0,1/15,Unsure of type - could be another ivy ger. with dk pink flowers,
1834,2007-07-26 00:00:00,4830,5.0,1 4/15,,
1835,2007-07-26 00:00:00,2431,5.0,7/15,Actually a pink tukana,
1836,2007-07-26 00:00:00,368,5.0,1 4/15,,
1837,2007-07-26 00:00:00,365,5.0,3,,
1838,2007-07-26 00:00:00,4548,5.0,10/15,,
1839,2007-07-26 00:00:00,2435,5.0,13/15,,
1840,2007-07-26 00:00:00,4865,15.0,7/8,,
1841,2007-07-26 00:00:00,1625,33.0,15/18,,
1842,2007-07-26 00:00:00,3306,5.0,2/15,Unsure of type - a white variety,
1843,2007-07-26 00:00:00,4837,5.0,11/15,Actually unknown verbena,
1844,2007-07-26 00:00:00,2431,5.0,1/15,Unsure of type - a scarlet variety,
1845,2007-08-06 00:00:00,4785,37.0,26,,
1846,2007-08-06 00:00:00,4171,15.0,1 5/8,Ugly - don't grow,
1847,2007-08-06 00:00:00,3664,15.0,1 6/8,,
1848,2007-08-06 00:00:00,1490,15.0,4/8,,
1849,2007-08-06 00:00:00,1489,15.0,7/8,,
1850,2007-08-06 00:00:00,3236,15.0,8/8,Start earlier. Grow slower. Pretty variegated leaf.,
1851,2007-08-06 00:00:00,4170,33.0,1 12/18,,
1852,2007-08-06 00:00:00,2407,37.0,36,Unsure of type - could be the other white,
1853,2007-08-06 00:00:00,2410,37.0,13,,
1854,2007-08-06 00:00:00,1310,39.0,3,,
1855,2007-08-08 00:00:00,4838,4.0,3,,
1856,2007-08-06 00:00:00,4233,37.0,2,,
1857,2007-08-06 00:00:00,4979,37.0,19,,
1858,2007-08-06 00:00:00,1678,37.0,3,Actually agastache cana heather queen,
1859,2007-08-06 00:00:00,4143,37.0,6,,
1860,2007-08-06 00:00:00,5052,33.0,2,,
1861,2007-08-06 00:00:00,5057,37.0,3,,
1862,2007-08-06 00:00:00,3891,37.0,3,,
1863,2007-08-06 00:00:00,4785,37.0,1,,
1864,2007-09-03 00:00:00,2387,37.0,3,,
1865,2007-09-03 00:00:00,4666,37.0,3,,
1866,2007-09-03 00:00:00,2166,37.0,2,,
1867,2007-09-03 00:00:00,4567,37.0,1,,
1868,2007-09-03 00:00:00,2169,37.0,4,,
1869,2007-09-03 00:00:00,3314,37.0,3,,
1870,2007-09-03 00:00:00,4978,37.0,1,,
1871,2007-09-03 00:00:00,3279,37.0,1,,
1872,2007-09-03 00:00:00,2962,5.0,2,,
1873,2007-09-03 00:00:00,196,5.0,2,,
1874,2007-09-03 00:00:00,197,5.0,1,,
1875,2007-09-03 00:00:00,3480,5.0,2,,
1876,2007-09-03 00:00:00,286,5.0,1,,
1877,2007-09-03 00:00:00,2292,5.0,2,,
1878,2007-09-03 00:00:00,255,5.0,2,Unsure of type,
1879,2007-09-03 00:00:00,296,5.0,3,Unsure which type of greggi,
1880,2007-09-03 00:00:00,255,5.0,2,Unsure of type,
1881,2007-09-03 00:00:00,5060,5.0,1 1/2,,
1882,2007-09-03 00:00:00,253,5.0,1,,
1883,2007-09-03 00:00:00,4125,5.0,1,,
1884,2007-09-03 00:00:00,29,5.0,3,Unsure of type. Recorded as alternanthera multicolor,
1885,2007-09-03 00:00:00,4775,5.0,12,Unsure of type. Some purple variety,
1886,2007-09-03 00:00:00,4324,5.0,2,Start earlier,
1887,2007-09-07 00:00:00,4884,19.0,1,,
1888,2007-09-07 00:00:00,800,19.0,3,,
1889,2007-09-07 00:00:00,803,19.0,1,,
1890,2007-09-07 00:00:00,4967,19.0,1,,
1891,2007-09-07 00:00:00,4922,19.0,1,,
1892,2007-09-11 00:00:00,3268,19.0,1,,
1893,2007-09-11 00:00:00,3249,19.0,1,,
1894,2007-09-11 00:00:00,2874,19.0,2,,
1895,2007-09-11 00:00:00,4630,19.0,1,,
1896,2007-09-11 00:00:00,1046,19.0,2,,
1897,2007-09-11 00:00:00,3785,19.0,1,,
1898,2007-09-11 00:00:00,3863,19.0,2,,
1899,2007-09-11 00:00:00,3684,19.0,3,,
1900,2007-09-11 00:00:00,4725,19.0,1,,
1901,2007-09-11 00:00:00,852,19.0,1,Unsure of type campanula. Peach-leafed bell flower.,
1902,2007-09-11 00:00:00,852,19.0,4,Unsure of type. No mark/description.,
1903,2007-09-11 00:00:00,3188,19.0,1,,
1904,2007-09-11 00:00:00,4738,19.0,6,,
1905,2007-09-11 00:00:00,1398,19.0,1,,
1906,2007-09-11 00:00:00,2554,19.0,1,,
1907,2007-09-11 00:00:00,1379,19.0,3,,
1908,2007-09-11 00:00:00,913,19.0,1,,
1909,2007-09-11 00:00:00,900,19.0,1,,
1910,2007-09-11 00:00:00,1031,19.0,1,,
1911,2007-09-11 00:00:00,136,19.0,1,Unsure of type digitalis purpea,
1912,2007-09-11 00:00:00,1386,19.0,1,,
1913,2007-09-11 00:00:00,3787,19.0,1,"Unsure of type. Recorded ""Rusty Pink"".",
1914,2007-09-11 00:00:00,918,19.0,1,,
1915,2007-09-11 00:00:00,1043,19.0,2,,
1916,2007-09-11 00:00:00,3182,19.0,1,,
1917,2007-09-11 00:00:00,1577,19.0,2,,
1918,2007-09-11 00:00:00,2544,19.0,2,,
1919,2007-09-11 00:00:00,4280,19.0,2,Unsure of type. Recorded as gaillardia grandflora.,
1920,2007-09-11 00:00:00,3745,19.0,3,,
1921,2007-09-11 00:00:00,3701,19.0,1,,
1922,2007-09-11 00:00:00,933,19.0,4,,
1923,2007-09-11 00:00:00,2545,19.0,1,,
1924,2007-09-11 00:00:00,4191,19.0,1,,
1925,2007-09-11 00:00:00,932,19.0,6,,
1926,2007-09-11 00:00:00,4738,19.0,3,,
1927,2007-09-11 00:00:00,1046,19.0,3,,
1928,2007-09-11 00:00:00,1471,19.0,7,,
1929,2007-09-11 00:00:00,2735,19.0,3,,
1930,2007-09-11 00:00:00,3179,19.0,4,,
1931,2007-09-11 00:00:00,852,19.0,1,Unsure of type.,
1932,2007-09-11 00:00:00,3033,19.0,1,,
1933,2007-09-11 00:00:00,1468,19.0,2,,
1934,2007-09-11 00:00:00,3222,19.0,1,,
1935,2007-09-11 00:00:00,2514,19.0,1,,
1936,2007-09-11 00:00:00,2685,19.0,3,,
1937,2007-09-11 00:00:00,4732,19.0,1,,
1938,2007-09-11 00:00:00,1380,19.0,1,,
