CombinedName,LabelDescription,SunConditions,ItemID,Inactive,Item,Variety,Color,Type,Definition,PictureLayout,PictureLink
Sedum Green Roof Mix MIX,"Vigorous growth in shallow growing medium as little as 4 in. depth. Plant species and varieties in this mix include: Sedum acre, oreganum, aizoon, pulchellum, album, reflexum, ellacombianum, sexangulare, floriferum, seiboldii, hispanicum, spurium, stoloniferum, rupestre, kamtschaticum, acre 'Octoberfest', telephium, hybridum 'Czar's Gold', and Phedimus takesimensis.",blank.jpg,7104,FALSE,Sedum,Green Roof Mix,MIX,Perennial,,,
Phlox maculata Flower Power White,"Hundreds of delicately scented white flowers top clean, glossy green foliage in mid summer. As an additional treat the flowers are flecked with pink in the cooler hours of morning and evening.",blank.jpg,7105,FALSE,Phlox maculata,Flower Power,White,Perennial,,,
Thalictrum Black Stockings Lavender,"his selection produces rather tall clumps, with near-black stems that bear huge clusters of bright lavender-magenta flowers in midsummer. Makes an unusual cut flower. Terrific in the woodland garden, or a moist sunny border. Stems may require staking. Clumps may be carefully divided in spring every 3 to 4 years if desired. Cut back to the ground in late autumn.",blank.jpg,7106,FALSE,Thalictrum,Black Stockings,Lavender,Perennial,,,
Heuchera Christa,"The young foliage of H. 'Christa' is nearly all rose-purple with a peach underlay. As the leaves mature, the peach color becomes dominant. Light pink flowers are produced in midsummer.",blank.jpg,7108,FALSE,Heuchera,Christa,,Perennial,,,
Heuchera Blondie Lemon,"The caramel colored foliage is so cute with the delightful, ever present flower spikes of mellow, creamy yellow. Just 5"" tall, and 8"" wide, 'Blondie' is a blooming machine, with up to 20 - 8"" flower spikes at a time!",blank.jpg,7109,FALSE,Heuchera,Blondie,Lemon,Perennial,,,
Heuchera Autumn Bride,"Fuzzy, chartreuse to lime green, nearly evergreen foliage erupts in September, with white fountains of pure white flowers, continues until frost. A very easy care plant tolerant of dry shade and a wide variety of conditions. A good, tough exciting meat and potatoes groundcover that doubles as a cut flower! Great for moist shade.",blank.jpg,7110,FALSE,Heuchera,Autumn Bride,,Perennial,,,
Epimedium Sweetheart Pink,"This cultivar easily rivals Hosta as a bold textural garden accent. The first of Darrell Probst's Epimedium introductions, resulting from a 1991 cross he made between E. sempervirens  ‘Candy Hearts’ and E. alpinum. Flowers with dark rose-red sepals bloom above and below the leaves. Leaflets are much larger, darker green and more rounded than is typical. Large, shiny new leaflets bear a thin red rim in spring.",blank.jpg,7111,FALSE,Epimedium,Sweetheart,Pink,Perennial,,,
Corydalis Blue Panda Blue,"Several selection of Blue Corydalis are now available, but this was the first to reach North America. Plants form a clump of elegant, lacy green leaves, bearing upright stems with dangling tubular flowers in the most amazing electric-blue shade. Best in regions with cool summers, where the plants can be in flower from spring right through to late fall. In hot areas plants generally go dormant in mid summer, sometimes coming up again in the fall, or otherwise in spring. Choose a rich, woodland soil that remains evenly moist. Dislikes summer drought. Divide carefully in early spring.",blank.jpg,7112,FALSE,Corydalis,Blue Panda,Blue,Perennial,,,
"Osmunda cinnamomea ""Cinnamon Fern""","HT. 2-5' Brilliant green lacy fronds gracefully arch outward in stately vase-shaped clumps. In early summer narrow fronds emerge as vertical spikes of cinnamon red brown in the center. Especially striking when planted in groups. Prefers a moist shady site, but tolerates more sun in cooler zones.",blank.jpg,7113,FALSE,Osmunda cinnamomea,"""Cinnamon Fern""",,Perennial,,,
Sedum Lemon Ball,"Lemon Ball' is great as a container specimen or groundcover because of its versatile spreading/mounding habit. In a container it tends to form a ball up to 10 inches high and about 12 inches wide. In the ground it reaches out, forming a mat less than 6 inches high that quickly spreads up to 3 feet wide. When planted in a container, it takes only a few weeks to spill over the edge! Despite this unparalleled vigor, it is not invasive.",blank.jpg,7126,FALSE,Sedum,Lemon Ball,,Perennial,,,
Echinacea Supreme Cantaloupe Peach,"Ht. 24-30"" Unique colored double flowers.",blank.jpg,7140,FALSE,Echinacea,Supreme Cantaloupe,Peach,Perennial,,,
Ligularia przewalskii  Yellow,Ht. 48-60' Tall yellow flower spikes over gorgeous serrated foliage.,blank.jpg,7141,FALSE,Ligularia przewalskii,,Yellow,Perennial,,,
Trollius New Moon Cream,"Ht. 24"" Large double creamy yellow flowers over deeply lobed foliage.",blank.jpg,7142,FALSE,Trollius,New Moon,Cream,Perennial,,,
Echinacea Sombreo Salsa Red Red,Saucy hot red single flowers.,blank.jpg,7143,FALSE,Echinacea,Sombreo Salsa Red,Red,Perennial,,,
Brunnera Alexander's Great Blue,"Ht. 14-16"" Larger leaves than 'Jack Frost', but similar coloring.",blank.jpg,7144,FALSE,Brunnera,Alexander's Great,Blue,Perennial,,,
Iris germanica Hello Darkness BLACK,"Elusive and mysterious are two attributes that describe Hello Darkness.One of the darkest of it's kind, the velvety, purple-black, bearded blooms sit atop sturdy stems that can hold their own in inclement weather. Their eclectic colour will create contrast in your late-spring garden.",blank.jpg,7145,FALSE,Iris germanica,Hello Darkness,BLACK,Perennial,,,
Iris germanica Anaconda Love Purple,"Intermediate Bearded Iris are a little shorter than the Tall Bearded types, but equally as colourful and beautiful in the border. Plants form a clump of green sword-shaped leaves, blooming in late spring. This unique selection has lavender-pink standards with falls of beet purple, streaked silver-white. Choose a sunny position, with a well-drained, loamy soil. Bearded Iris are heavy feeders, so plan to fertilize in early spring, and again in late summer. Plants should be divided every 3 to 4 years, in August. Be on the watch for Iris borer. Excellent for cutting. CAUTION: Harmful if eaten.",blank.jpg,7146,FALSE,Iris germanica,Anaconda Love,Purple,Perennial,,,
Akebia quinata,"""Five Leaf Akebia"" Twining habit nice foliage for fences. Can grow up to 20'.",blank.jpg,7148,FALSE,Akebia quinata,,,Perennial,,,
Echinacea Hot Lava Red,"Easily grown in average, dry to medium moisture, well-drained soils in full sun to part shade. Best in full sun. This is an adaptable plant that is tolerant of drought, heat, humidity and poor soil. Divide clumps when they become overcrowded (about every 4 years). Plants usually rebloom without deadheading, however prompt removal of spent flowers encourages continued bloom and improves general appearance.",blank.jpg,7149,FALSE,Echinacea,Hot Lava,Red,Perennial,,,
Buddleia Buzz Series Midnight,"Ht. 2-3"" Dawf form earlier to bloom. Can be used in containers.",sun.jpg,7150,FALSE,Buddleia,Buzz Series,Midnight,Perennial,,,
Dianthus Sweet Series Black Cherry,"Ht. 22"" Velvety deep red flowers with black undertones. Highly Fragrant.",sun.jpg,7160,FALSE,Dianthus,Sweet Series,Black Cherry,Perennial,,,
Bellis Galaxy Rose,"Ht. 6"" Flowers first year from seed. Large flowers of brilliant rose with yellow centers.",sun.jpg,7161,FALSE,Bellis,Galaxy,Rose,Perennial,,,
Helianthus laetiflorus Showy Sunflower Yellow,"Ht. 48"" 5"" yellow flowers for a nice sunny spot. ""Perennial Sunflower""",sun.jpg,7162,FALSE,Helianthus laetiflorus,Showy Sunflower,Yellow,Perennial,,,
Helianthus giganteus  Yellow,"Ht. 36"" 3"" yellow flowers on very adaptable plants- blooms summer through fall. ""Perennial Sunflower""",sun.jpg,7163,FALSE,Helianthus giganteus,,Yellow,Perennial,,,
Limonium collinum Sea Spray White,"Ht. 18"" Well branched white umbels, grey green leaf, strong habit.",blank.jpg,7164,FALSE,Limonium collinum,Sea Spray,White,Perennial,,,
Pulsatilla vulgaris Red Rubra Red,"Ht. 8"" Charming 2"" flowers in spring. Does well in sandy soil. This is a very unusual red form.",blank.jpg,7165,FALSE,Pulsatilla vulgaris,Red Rubra,Red,Perennial,,,
Helleborus Amethyst Gem,"Amethyst Gem has exciting amethyst-rose double flowers, lasting many weeks in the winter and early spring. Amethyst flowers margined in opal are amazing.",blank.jpg,7179,FALSE,Helleborus,Amethyst Gem,,Perennial,,,
Heuchera Bella Notte Pink,"We don't think TERRA NOVA® has ever introduced a more elegant Heuchera. Very lush, dark foliage with all of 'Obsidian's' great heat tolerant attributes. Great ""Femme fatale"" flowers that may be better than Heuchera 'Paris'. You be the judge. This one is not to be missed.",blank.jpg,7180,FALSE,Heuchera,Bella Notte,Pink,Perennial,,,
Heuchera Grape Soda Pink,Amazing rose pink spring leaves are followed by lovely light-purple flowers which flower spring through summer. Summer to winter leaves are purple burnished silver. An outstanding container and front of the border type. Long lasting flowers make this a dual purpose plant.,blank.jpg,7181,FALSE,Heuchera,Grape Soda,Pink,Perennial,,,
Heucherella Redstone Falls White,'Redstone Falls' has lovely bronze lobed leaves with deep crimson markings. The stems will trail 3 feet in a container making a wonderful hanging basket or a super groundcover.,blank.jpg,7182,FALSE,Heucherella,Redstone Falls,White,Perennial,,,
Heuchera Citronelle White,"At last, a vigorous heat and humidity tolerant variety with stunning lime-yellow foliage! Creamy white bloom spikes add interest in summer. The large, colorful leaves on a low, clumping form create stunning contrast in the garden. A superb choice for containers and perennial borders in bright or dappled shade.",blank.jpg,7183,FALSE,Heuchera,Citronelle,White,Perennial,,,
Sedum Blue Pearl Pink,"Butterflies love the brilliant pink flowers! Blooms appear in late summer over non-fading deep blue foliage. Unlike other blue sedums, ‘Blue Pearl’ intensifies throughout the season, adding vibrant color to beds and borders. This deer-resistant variety is heat and drought-tolerant.",blank.jpg,7184,FALSE,Sedum,Blue Pearl,Pink,Perennial,,,
Geranium Max Frei Magenta,"The shorter selections of Cranesbill Geranium are valuable edging or rock garden plants. This compact variety forms a low mound of fine-textured green foliage, bearing a nice display of bright magenta-pink flowers in late spring and well into the summer. Plants stand up well to a wide range of soil and climate conditions, including hot, humid weather. Easily divided in spring or fall. One of the best choices for massed plantings, filling in quickly to create a bushy groundcover. Often shows good bronzy-red fall colour.",blank.jpg,7185,FALSE,Geranium,Max Frei,Magenta,Perennial,,,
Sedum Crystal Pink Pink,The iciest pink heads you'll ever see! Large heads of the softest pink on shorter stems make an awesome combination with blue-leaved grasses or Echinacea 'Hope'. Does not fall apart like 'Autumn Joy'. An excellent attractor for pollinating insects and butterflies.,blank.jpg,7205,FALSE,Sedum,Crystal Pink,Pink,Perennial,,,
Filipendula Red Umbrellas,"Filipendula 'Red Umbrellas' is a hybrid of Filipendula multijuga and Filipendula palmata made by Japan's Yohei Hosogai, with the final selection made and introduced by Holland's Walter Blom Plants. The green leaves on this compact 2.5' tall meadowsweet are heavily veined with crimson, which is also prevalent in the new growth. In early summer, the plants are topped with umbels of pink. As with all meadowsweets, slightly moist soils are best.",blank.jpg,7213,FALSE,Filipendula,Red Umbrellas,,Perennial,,,
Helenium Tom Red,"Special selection of dwarf varieties. These compact, mounding Heleniums grow to only 20”/50 cm tall, covering themselves with 2”/5 cm flowers over a long mid summer through early fall season. Great varieties for container production. Full sun, not particular about soil. Tom features brownish red flowers.",blank.jpg,7214,FALSE,Helenium,Tom,Red,Perennial,,,
Hemerocallis Black Arrowhead Purple,"Easy to grow, not particular about soil. Full sun promotes flower initiation. Pastel colors tend to keep their color better in partial shade. Ever-bloomers normally have smaller flowers compared to the re-bloomers which often have good size flowers. Black Arrowhead features large mauve purple flowers with dark purple eye above green throat. Spider type. Mid season.",blank.jpg,7215,FALSE,Hemerocallis,Black Arrowhead,Purple,Perennial,,,
Pulmonaria Blue Ensign Blue,"Despite their unfortunate common name, Lungworts are among the most dependable and showy spring-blooming perennials, and many types have attractive foliage throughout the season. This selection features clusters of bright sapphire-blue bells, with broad green leaves that have no silver spotting. Mounds are compact to medium in size. Plants should be cut back hard immediately after blooming, to rejuvenate the leaves, which will then remain attractive all season. Evergreen in mild winter regions. In colder climates, remove any browned foliage in early spring.",blank.jpg,7216,FALSE,Pulmonaria,Blue Ensign,Blue,Perennial,,,
Trollius Lemon Queen Yellow,"Globeflowers are extremely popular perennials, bursting into colour in late spring and early summer. This selection has lemon-yellow double flowers and a nice compact habit. Sometimes called Buttercups, these grow well in a sunny or part-shaded border, also at the edge of a moist woodland. Flowers will last a few days when cut. Shear plants back after blooming to encourage a flush of new leaves to last through the summer. Clumps may be easily divided in fall or early spring.",blank.jpg,7217,FALSE,Trollius,Lemon Queen,Yellow,Perennial,,,
Geranium phaeum Raven Black,"We love the dark black-purple flowers on this wonderful clone of the Balkan native Geranium phaeum. Geranium phaeum 'Raven' was discovered as a seedling of Geranium phaeum 'Lily Lovell' at Canada's Rainforest Gardens. The solid green leaves form a 18"" tall x 18"" wide clump, topped starting in early April (NC) with flower stalks that hover above the foliage.",blank.jpg,7223,FALSE,Geranium phaeum,Raven,Black,Perennial,,,
Allium Millenium Rose,"Ht. 15-20"" Thick strappy leaves compact/ upright.",blank.jpg,7228,FALSE,Allium,Millenium,Rose,Perennial,,,
Anemone Madonna White,"Ht. 8-10"" Great as a late spring groundcover.  Satiny white flowers with buttery yellow centers.",blank.jpg,7229,FALSE,Anemone,Madonna,White,Perennial,,,
Aralia Sunking White,Ht. 3' Deer resistant. White flowers which turn to pretty black berries. Very Oranmental!,shade.jpg,7230,FALSE,Aralia,Sunking,White,Perennial,,,
Buddleia Glass Slippers Blue,"Ht. 3' Small, low ide spreading Butterfly Bush.",blank.jpg,7231,FALSE,Buddleia,Glass Slippers,Blue,Perennial,,,
Buddleia Queen of Hearts Pink,"Ht. 3' Large blooms 7-9"" long. Short compact with vibrant magenta flowers.",blank.jpg,7232,FALSE,Buddleia,Queen of Hearts,Pink,Perennial,,,
Dianthus Dragonfruit Pink Mauve,"Ht. 8"" Very fragrant lovely mauve flowers.",blank.jpg,7233,FALSE,Dianthus,Dragonfruit Pink,Mauve,Perennial,,,
Echinacea Raspberry Truffle Pink,"Ht. 2.5"" Giant double pink blooms with mahogany stems and center.",blank.jpg,7234,FALSE,Echinacea,Raspberry Truffle,Pink,Perennial,,,
Echinacea Secret Affair Magenta,"Ht. 22"" Short sturdy stems form a compact clump of beuatiful double pom pom like flowers.",blank.jpg,7235,FALSE,Echinacea,Secret Affair,Magenta,Perennial,,,
Carex Banana Boat,"Ht. 6-12"" Compact mound of variegated grass. Woohoo! Zone 5",blank.jpg,7236,FALSE,Carex,Banana Boat,,Perennial,,,
Schizachyrium Smoke Signal,Ht. 3-4' Blue green foliage turns to deep red-purple in the fall. Vertical form.,blank.jpg,7237,FALSE,Schizachyrium,Smoke Signal,,Perennial,,,
Gypsophila Festival Star White,Tiny plant- Clouds of small white flowers float on densely branched from May-October.,blank.jpg,7238,FALSE,Gypsophila,Festival Star,White,Perennial,,,
Gypsophila My Pink Pink,Ht.  3' Plant with pale pink flowers that float on well branched stems.,blank.jpg,7239,FALSE,Gypsophila,My Pink,Pink,Perennial,,,
Gypsophila Summer Sparkles White,"It forms a uniform, very densely branched, rounded clump of grey-green foliage that becomes completely covered in flowers from late spring through midsummer.  The white flowers are small, semi-double, and slightly fragrant.  They are borne prolifically on all sides of the plant.  Deadheading the first round of flowers will encourage the plant to rebloom.",blank.jpg,7240,FALSE,Gypsophila,Summer Sparkles,White,Perennial,,,
Hemerocallis Marque Moon White,"'Marque Moon' is an endlessly fascinating daylily. Depending on the weather, it will appear either more creamy or more peachy-pink, with a pearlescent sort of sheen at all times known as ""diamond dusting."" The flowers are huge, the plant vigorous, and the care so easy. Every sunny garden deserves this carefree perennial!",blank.jpg,7241,FALSE,Hemerocallis,Marque Moon,White,Perennial,,,
Hemerocallis Red Razzamatazz Red,"This is the perfect daylily to plant in large groups to create a beautiful swathe of red color in the landscape.  It has some of the best foliage of any red daylily variety, creating big, strong, vigorous plants with well-branched and heavily budded scapes.  The flowers are clear fire engine red with a yellow throat and pie crust ruffled tepals.  The color is very sunfast for a red daylily.  Rebloomer!",blank.jpg,7242,FALSE,Hemerocallis,Red Razzamatazz,Red,Perennial,,,
Heuchera DOLCE BRAZEN RAISIN,"Add a dramatic splash of dark purplish black foliage to your combination containers and landscapes with the new Brazen Raisin™.  Medium to large size, flat, matte textured leaves with wine red undersides form a dense mound.",blank.jpg,7243,FALSE,Heuchera,DOLCE BRAZEN RAISIN,,Perennial,,,
Heuchera Grape Expectaions,"When its vibrant grape purple new foliage emerges with black veins in spring, you’ll easily be able to pick ‘Grape Expectations’ out from the crowd. The broad, thick and durable, somewhat fuzzy leaves form a dense, upright mound as opposed to the wide spreading form of ‘Blackberry Ice’. As the temperatures rise, the leaves develop a bright silver coating and then turn back to very deep purple in late fall. Creamy white flowers are produced on dark purple stems in midsummer.",blank.jpg,7244,FALSE,Heuchera,Grape Expectaions,,Perennial,,,
Heuchera Lava Lamp,"Expanding the color options in our coral bells collection, the new ‘Lava Lamp’ forms a large, billowy mass of very large, coppery purple leaves with deep purple undersides.  The newest leaves emerge a bright copper orange color and then deepen to coppery purple as they age.",blank.jpg,7245,FALSE,Heuchera,Lava Lamp,,Perennial,,,
Hosta Captain Kirk,"An impressive, eye-catching large hosta; makes an excellent specimen plant",blank.jpg,7246,FALSE,Hosta,Captain Kirk,,Perennial,,,
Hosta Coast to Coast,"‘Coast to Coast’ is a giant, solid gold hosta that makes a striking specimen in the shade garden. Its foliage emerges gold in spring and turns lighter gold with a bit more sun exposure in the summer months. As the leaves mature, they become thick and puckered with wavy edges and have nearly white undersides.",blank.jpg,7247,FALSE,Hosta,Coast to Coast,,Perennial,,,
Hosta Devils Advocate,"Immense blue-green leaves edged in green will mature to showier variegation (edges lighten to apple green) over the summer. Devil's Advocate is a bold addition to the shade in size and substance. White flowers top the clump in mid summer.

Hosta thrive in shade, even in competition with tree roots, hurray! It is hard to find a garden that won't benefit from incorporating some Hosta.",blank.jpg,7248,FALSE,Hosta,Devils Advocate,,Perennial,,,
Hosta Humpback Whale,"Until recently, this giant sized hosta from the late Mildred Seaver was never commercially available.  In fact, it was once auctioned off for $725 at a fundraiser!  Now you can be one of the special few to own this fantastic hosta. 

‘Humpback Whale’ forms a massive, dome-shaped mound of blue-green, corrugated, heart-shaped leaves.  Its color is bluest in the springtime.  Blue-green scapes carry near-white, bell-shaped flowers in early summer. 

Mildred Seaver was known among hosta enthusiasts as the “Queen of Hostas”.  In her lifetime, she registered 95 new varieties including: ‘Spilt Milk’, ‘Queen of the Seas’, and ‘Komodo Dragon’.",blank.jpg,7249,FALSE,Hosta,Humpback Whale,,Perennial,,,
Hosta Revolution,"A revolution in hosta color patterns! Dark green leaves have large, cream centers with soft green speckling in the spring; speckles darken by midsummer. Best color is achieved in open shade. Leaves are of heavy substance; possibly a tetraploid.
Lavender, tubular flowers are borne on 22"" scapes in midsummer",blank.jpg,7250,FALSE,Hosta,Revolution,,Perennial,,,
Iris s. Contrasst in Styles Purple,"We believe that Contrast in Styles is far and away the most beautifully patterned Siberian Iris ever developed! These blooms measure up to 5 inches wide, with standards of rich plum-purple, blue styles, and flaring falls that feature bold white and yellow signals with purple veins against a violet background.",blank.jpg,7251,FALSE,Iris s.,Contrasst in Styles,Purple,Perennial,,,
Lamium Purple Dragon Purple,"Sizeable, dense terminal spikes of rich purple flowers seem to jump right out of the bright silvery foliage of 'Purple Dragon' PP15890. 
This robust cultivar was selected by Chris VanSanden of Hortech, Inc. for having the deepest purple, most snapdragon-like flowers of any Lamium.",blank.jpg,7252,FALSE,Lamium,Purple Dragon,Purple,Perennial,,,
Monarda Purple Rooster Purple,"A highly unusual color for Bee Balms, these rich purple flowers appear almost all summer long on sturdy stems that require no staking. A carefree selection whose foliage remains free from mildew, and a great choice for the middle of the border.",blank.jpg,7253,FALSE,Monarda,Purple Rooster,Purple,Perennial,,,
Monarda Grape Gumballs Purple,Fragrant dark green foliage that grows in an upright clump. Beautiful purple blooms that form a dome shape atop the aromatic foliage. Easy Grower! Deer resistant. Mature height 1-2’ tall.,blank.jpg,7254,FALSE,Monarda,Grape Gumballs,Purple,Perennial,,,
Nepeta Purrsian Blue Blue,"In its first year, ‘Purrsian Blue’ forms a small, perfectly rounded, densely branched clump of tiny, green leaves.  In year two, the plant maintains its compact mounding habit but nearly doubles its spread to just over two feet across. 

This is a very floriferous selection whose flower power is amplified by its having its flowers spaced closely together on the stems.  Periwinkle blue flowers are coddled by dark purple calyxes just above the aromatic foliage from early summer into early fall.",blank.jpg,7255,FALSE,Nepeta,Purrsian Blue,Blue,Perennial,,,
Oenothera Glowing Magenta Magenta,"Sundrops are similar to Evening Primrose, but blossoms open in the morning rather than at night. This dwarf selection blooms all summer and into the autumn, producing satiny, rounded flowers in a deep magenta-pink shade. Plants form bushy mounds of glossy green leaves. Ideal for edging or in containers. Loves hot, dry sites. A short-lived perennial, but flowering profusely in the first season and even worth growing as an annual.",blank.jpg,7256,FALSE,Oenothera,Glowing Magenta,Magenta,Perennial,,,
Sedum Firecracker,"6″ tall groundcover SunSparkler® Sedum with shiny cherry-red foliage from April thru November!

Plants form 6″ tall and 18″ wide mounds of colorful foliage which combines superbly with other drought-proof perennials.

Firecracker’s compact habit also allows for a multitude of uses including mixed container plantings on your deck, edging along walkways, and green roof gardens!",blank.jpg,7257,FALSE,Sedum,Firecracker,,Perennial,,,
Sedum Lime Zinger Pink,"A new, very hardy succulent ground cover, with fantastic lime- green leaves edged in bright cherry-red. In late summer, soft pink flower clusters dance just above a dense colorful mat of disease-free foliage. This colorful, drought resistant work-horse is a perfect choice for mixed containers and mass plantings.",blank.jpg,7258,FALSE,Sedum,Lime Zinger,Pink,Perennial,,,
Yucca Bronze Age,"If you love how easy Yuccas are to grow and are looking for something new, try ‘Bronze Age’.

Its evergreen foliage is blue-green in summer but then darkens to a remarkable deep burgundy bronze in fall and retains this color through spring the following year.

It is the perfect companion for Euphorbia p. ‘Bonfire’ whose sulfur yellow bracts will contrast sharply with its dark foliage in spring. Deer will steer clear of this dynamic duo and drought won’t even make them flinch.",blank.jpg,7259,FALSE,Yucca,Bronze Age,,Perennial,,,
Iris Circus Dragon Yellow,"These dwarf iris have bright yellow standards and falls with flashy red beards. Good for massing or border edging, but with stems long enough for cutting.

Must have sun and well-drained soil, rhizome should be planted slightly above soil level.",blank.jpg,7261,FALSE,Iris,Circus Dragon,Yellow,Perennial,,,
Anemone canadensis  White,"Height:	12-24""Bloom:	Jun-JulSpacing:	 This is a very vigorous native ground cover, best in a wild garden. Its spread is slowed by deep shade or full sun. Very ornamental, but fast growing, with light green dissected leaves and pure white flowers.",blank.jpg,7274,FALSE,Anemone canadensis,,White,Perennial,,,
"Astilboides tabularis ""Shield-leaf Roger's Flower"" White","Height:	24-36""Bloom:	Jul-A ugSpacing:	 Zones
Beautiful huge round leaves, up to 3 ft. across, make this an interesting accent or specimen. Likes moist or wet feet.",part-sun_shade.jpg,7275,FALSE,Astilboides tabularis,"""Shield-leaf Roger's Flower""",White,Perennial,,,
"Diphylleia cymosa ""American Umbrella Leaf"" White","Height:	24-36Bloom:	May-Jly This native Appalachian perennials has large clumps with huge umbrella-like leaves. It makes a great statement in a moist woodland garden. The small white flowers become striking umbels of blue-black berries on red stems.",blank.jpg,7276,FALSE,Diphylleia cymosa,"""American Umbrella Leaf""",White,Perennial,,,
Helenium Red Beauty Red,"Height:	30-36 Heleniums are perfect to add autumn color that reflects our magnificent tree canopy. A prolific native wildflower with daisy-like flowers. It tends to be bushier and self-supporting if cut back in early summer. 'Red Jewel' has red and orange flowers with slight flashes of yellow on the edges and maroon centers. It is tall, long blooming, and attracts butterflies.",blank.jpg,7277,FALSE,Helenium,Red Beauty,Red,Perennial,,,
Helenium Red Jewel Red,"Heleniums are perfect to add autumn color that reflects our magnificent tree canopy. A prolific native wildflower with daisy-like flowers. It tends to be bushier and self-supporting if cut back in early summer. 'Red Jewel' has red and orange flowers with slight flashes of yellow on the edges and maroon centers. It is tall, long blooming, and attracts butterflies.",blank.jpg,7278,FALSE,Helenium,Red Jewel,Red,Perennial,,,
Petasites Golden Palms Cream,"Shimmering metallic golden foliage, which gets BIG! Loves moisture and full sun.",blank.jpg,7335,FALSE,Petasites,Golden Palms,Cream,Perennial,,,
Sedum Desert Black Rose,Low mounding plant with dark foliage blooms late.,blank.jpg,7336,FALSE,Sedum,Desert Black,Rose,Perennial,,,
Delphinium Millennium Moonlight Blues Sky Blue,Ht. 2.5-3' Said to be the hardiest delphiniums for this area to date. So exciting!,blank.jpg,7337,FALSE,Delphinium,Millennium Moonlight Blues,Sky Blue,Perennial,,,
Delphinium Millennium Pink Punch Pink,Ht. 3-5' Said to be the hardiest delphiniums for this area to date. So exciting!,blank.jpg,7338,FALSE,Delphinium,Millennium Pink Punch,Pink,Perennial,,,
Delphinium Millennium Purple Passion Purple,Ht. 4-5' Said to be the hardiest delphiniums for this area to date. So exciting!,blank.jpg,7339,FALSE,Delphinium,Millennium Purple Passion,Purple,Perennial,,,
Peony Coral Sunset Peach,"Ht. 28"" Semi-double flower, very fragrant.",blank.jpg,7340,FALSE,Peony,Coral Sunset,Peach,Perennial,,,
Dicentra Fire Island Pink,"Flaming magenta red, heart-shaped puffy flowers with white tips appear in clusters over ferny, frosty blue foliage from late spring into midsummer. Being sterile, it does not produce seed, helping it bloom longer than others. A very vigorous variety with a bushier habit than others, plus earlier flowering than others.",blank.jpg,7341,FALSE,Dicentra,Fire Island,Pink,Perennial,,,
Lupine Tutti Fruitti Mix,"Ht. 36- 40"" Rose, red, orange, yellow, light green, cream, blue, and purple",sun.jpg,7342,FALSE,Lupine,Tutti Fruitti,Mix,Perennial,,,
Sambucus Lemon Lace White,Chartreuse lacy foliage. Likes full sun 3-5' mounding habit.,blank.jpg,7343,FALSE,Sambucus,Lemon Lace,White,Perennial,,,
"Diphylleia cymosa ""American Umbrella Leaf""",This native Appalachian perennials has large clumps with huge umbrella-like leaves. It makes a great statement in a moist woodland garden. The small white flowers become striking umbels of blue-black berries on red stems.,blank.jpg,7344,FALSE,Diphylleia cymosa,"""American Umbrella Leaf""",,Perennial,,,
"Polystichum acrostichoides ""Christmas Fern"" Green","The fine feathery textures of ferns make them the ultimate shade foliage plant. Christmas Fern is a dark leathery green fern similar to Boston Fern. Does well in rocky soil. Evergreen, creeps slowly.",blank.jpg,7345,FALSE,Polystichum acrostichoides,"""Christmas Fern""",Green,Perennial,,,
Dryopteris crassirhizoma Thick-stemmed Wood Fern Green,Forms a huge vase-shaped clump from a massive crown (4 inches across). Semi-evergreen thick textured fronds give the Thick-stemmed Wood Fern its tropical,blank.jpg,7346,FALSE,Dryopteris crassirhizoma,Thick-stemmed Wood Fern,Green,Perennial,,,
Helenium autumnale Moerheim Beauty Red,Heleniums are perfect to add autumn color that reflects our magnificent tree canopy. A prolific native wildflower with daisy-like flowers. It tends to be bushier and self-supporting if cut back in early summer. 'Moerheim Beauty' is perfect for autumn brightness with its unusual brick red flowers. A prolific native wildflower with daisy-like flowers. Long blooming. Zones: 3-8. Care tips: Bushier and self-supporting if cut back in early summer.,blank.jpg,7347,FALSE,Helenium autumnale,Moerheim Beauty,Red,Perennial,,,
Verbascum Honey Dijon Apricot,This is a compact and floriferous Verbascum with unusual peach-gold flowers with plum centers that rise high above the foliage. Give it good drainage and go easy on the fertilizer. Photo courtesy of Terra Nova Nurseries.,blank.jpg,7348,FALSE,Verbascum,Honey Dijon,Apricot,Perennial,,,
"Nepeta subsessilis ""Japanese Catmint"" Blue","We were very impressed with this 'larger than life' nepeta at Battery Park in NYC. It seems to be adaptable to sun, shade, or boggy conditions and will spread quickly as a ground cover. Its deep blue flowers are loved by butterflies, birds and bees. This one truly makes a statement. One of our Wicked Ruggeds.",blank.jpg,7349,FALSE,Nepeta subsessilis,"""Japanese Catmint""",Blue,Perennial,,,
"Peony ""Japanese Forest Peony"" White",Single. This rare species peony is native to the mountains of China. It has gorgeous leathery gray-green leaves and cup-shaped flowers.,blank.jpg,7350,FALSE,Peony,"""Japanese Forest Peony""",White,Perennial,,,
Lupine Russell Woodfield Hybrids Mix,"This lupine hybrid has blooms in a range of white, pink, yellow, blue and multicolor combinations. Care tips: Deadhead after flowers fade to encourage rebloom.",blank.jpg,7351,FALSE,Lupine,Russell Woodfield Hybrids,Mix,Perennial,,,
